Name,Height,Reach,Stance,Weight,Opponent,No.,Result,Record,Type,"Round, time",Date,Location,Notes,Age,"Round(s), time"
Shakur Stevenson,5 ft 8 in (173 cm)[1],68 in (173 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",Edgar Brito,1,Win,1–0,TD,"6 (6), 3:00","Apr 22, 2017","Stubhub Center, Carson, California, U.S.",Unanimous TD: Brito cut from an accidental head clash,,
Vasiliy Lomachenko,5 ft 7 in (170 cm)[1],65+1⁄2 in (166 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",George Kambosos Jr.,21,Win,18–3,TKO,"11 (12), 2:49",12 May 2024,"RAC Arena, Perth, Australia",Won IBO lightweight title; Won vacant IBF lightweight title,,
Vasiliy Lomachenko,5 ft 7 in (170 cm)[1],65+1⁄2 in (166 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",Devin Haney,20,Loss,17–3,UD,12,20 May 2023,"MGM Grand Garden Arena, Paradise, Nevada, US","For WBA (Super), WBC, IBF, WBO, and The Ring lightweight titles",,
Vasiliy Lomachenko,5 ft 7 in (170 cm)[1],65+1⁄2 in (166 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",Jamaine Ortiz,19,Win,17–2,UD,12,29 Oct 2022,"Hulu Theater, New York City, New York, US",,,
Vasiliy Lomachenko,5 ft 7 in (170 cm)[1],65+1⁄2 in (166 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",Richard Commey,18,Win,16–2,UD,12,11 Dec 2021,"Madison Square Garden, New York City, New York, US",Won vacant WBO Inter-Continental lightweight title,,
Vasiliy Lomachenko,5 ft 7 in (170 cm)[1],65+1⁄2 in (166 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",Masayoshi Nakatani,17,Win,15–2,TKO,"9 (12), 1:48",26 Jun 2021,"Virgin Hotels Las Vegas, Paradise, Nevada, US",,,
Vasiliy Lomachenko,5 ft 7 in (170 cm)[1],65+1⁄2 in (166 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",Teofimo Lopez,16,Loss,14–2,UD,12,17 Oct 2020,"MGM Grand Conference Center, Paradise, Nevada, US","Lost WBA (Super), WBO, and The Ring lightweight titles; For IBF lightweight title",,
Vasiliy Lomachenko,5 ft 7 in (170 cm)[1],65+1⁄2 in (166 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",Luke Campbell,15,Win,14–1,UD,12,31 Aug 2019,"The O2 Arena, London, England","Retained WBA (Super), WBO, and The Ring lightweight titles; Won vacant WBC lightweight title",,
Vasiliy Lomachenko,5 ft 7 in (170 cm)[1],65+1⁄2 in (166 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",Anthony Crolla,14,Win,13–1,KO,"4 (12), 0:58",12 Apr 2019,"Staples Center, Los Angeles, California, US","Retained WBA (Super), WBO, and The Ring lightweight titles",,
Vasiliy Lomachenko,5 ft 7 in (170 cm)[1],65+1⁄2 in (166 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",José Pedraza,13,Win,12–1,UD,12,8 Dec 2018,"Hulu Theater, New York City, New York, US",Retained WBA (Super) and The Ring lightweight titles; Won WBO lightweight title,,
Vasiliy Lomachenko,5 ft 7 in (170 cm)[1],65+1⁄2 in (166 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",Jorge Linares,12,Win,11–1,TKO,"10 (12), 2:08",12 May 2018,"Madison Square Garden, New York City, New York, US",Won WBA (Super) and The Ring lightweight titles,,
Vasiliy Lomachenko,5 ft 7 in (170 cm)[1],65+1⁄2 in (166 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",Guillermo Rigondeaux,11,Win,10–1,RTD,"6 (12), 3:00",9 Dec 2017,"The Theater at Madison Square Garden, New York City, New York, US",Retained WBO junior lightweight title,,
Vasiliy Lomachenko,5 ft 7 in (170 cm)[1],65+1⁄2 in (166 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",Miguel Marriaga,10,Win,9–1,RTD,"7 (12), 3:00",5 Aug 2017,"Microsoft Theater, Los Angeles, California, US",Retained WBO junior lightweight title,,
Vasiliy Lomachenko,5 ft 7 in (170 cm)[1],65+1⁄2 in (166 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",Jason Sosa,9,Win,8–1,RTD,"9 (12), 3:00",8 Apr 2017,"MGM National Harbor, Oxon Hill, Maryland, US",Retained WBO junior lightweight title,,
Vasiliy Lomachenko,5 ft 7 in (170 cm)[1],65+1⁄2 in (166 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",Nicholas Walters,8,Win,7–1,RTD,"7 (12), 3:00",26 Nov 2016,"Cosmopolitan of Las Vegas, Paradise, Nevada, US",Retained WBO junior lightweight title,,
Vasiliy Lomachenko,5 ft 7 in (170 cm)[1],65+1⁄2 in (166 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",Román Martínez,7,Win,6–1,KO,"5 (12), 1:09",11 Jun 2016,"The Theater at Madison Square Garden, New York City, New York, US",Won WBO junior lightweight title,,
Vasiliy Lomachenko,5 ft 7 in (170 cm)[1],65+1⁄2 in (166 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",Romulo Koasicha,6,Win,5–1,KO,"10 (12), 2:35",7 Nov 2015,"Thomas & Mack Center, Paradise, Nevada, US",Retained WBO featherweight title,,
Vasiliy Lomachenko,5 ft 7 in (170 cm)[1],65+1⁄2 in (166 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",Gamalier Rodríguez,5,Win,4–1,KO,"9 (12), 0:50",2 May 2015,"MGM Grand Garden Arena, Paradise, Nevada, US",Retained WBO featherweight title,,
Vasiliy Lomachenko,5 ft 7 in (170 cm)[1],65+1⁄2 in (166 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",Chonlatarn Piriyapinyo,4,Win,3–1,UD,12,22 Nov 2014,"Cotai Arena, Macau, SAR",Retained WBO featherweight title,,
Vasiliy Lomachenko,5 ft 7 in (170 cm)[1],65+1⁄2 in (166 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",Gary Russell Jr.,3,Win,2–1,MD,12,21 Jun 2014,"StubHub Center, Carson, California, US",Won vacant WBO featherweight title,,
Vasiliy Lomachenko,5 ft 7 in (170 cm)[1],65+1⁄2 in (166 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",Orlando Salido,2,Loss,1–1,SD,12,1 Mar 2014,"Alamodome, San Antonio, Texas, US",For vacant WBO featherweight title,,
Vasiliy Lomachenko,5 ft 7 in (170 cm)[1],65+1⁄2 in (166 cm)[1],Southpaw,"Featherweight
Super featherweight
Lightweight",José Luis Ramírez,1,Win,1–0,KO,"4 (10), 2:59",12 Oct 2013,"Thomas & Mack Center, Paradise, Nevada, US",Won WBO International featherweight title,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",José Ramírez,33,Win,32–0 (1),UD,12,"May 2, 2025","Times Square, New York City, New York, U.S.",,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Ryan Garcia,32,NC,31–0 (1),NC,12,"Apr 20, 2024","Barclays Center, New York City, New York, U.S.","WBC super lightweight title not at stake as Garcia missed weight; Originally an MD win for Garcia, overturned after he failed a drug test",,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Regis Prograis,31,Win,31–0,UD,12,"Dec 9, 2023","Chase Center, San Francisco, California, U.S.",Won WBC super lightweight title,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Vasiliy Lomachenko,30,Win,30–0,UD,12,"May 20, 2023","MGM Grand Garden Arena, Paradise, Nevada, U.S.","Retained WBA (Super), WBC, IBF, WBO, and The Ring lightweight titles",,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",George Kambosos Jr.,29,Win,29–0,UD,12,"Oct 16, 2022","Rod Laver Arena, Melbourne, Australia","Retained WBA (Super), WBC, IBF, WBO, and The Ring lightweight titles",,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",George Kambosos Jr.,28,Win,28–0,UD,12,"Jun 5, 2022","Docklands Stadium, Melbourne, Australia","Retained WBC lightweight title; Won WBA (Super), IBF, WBO, and The Ring lightweight titles",,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Joseph Diaz Jr.,27,Win,27–0,UD,12,"Dec 4, 2021","MGM Grand Garden Arena, Paradise, Nevada, U.S.",Retained WBC lightweight title,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Jorge Linares,26,Win,26–0,UD,12,"May 29, 2021","Michelob Ultra Arena, Paradise, Nevada, U.S.",Retained WBC lightweight title,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Yuriorkis Gamboa,25,Win,25–0,UD,12,"Nov 7, 2020","Hard Rock Live, Hollywood, Florida, U.S.",Retained WBC lightweight title,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Alfredo Santiago,24,Win,24–0,UD,12,"Nov 9, 2019","Staples Center, Los Angeles, California, U.S.",Retained WBC lightweight title,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Zaur Abdullaev,23,Win,23–0,RTD,"4 (12), 3:00","Sep 13, 2019","Hulu Theater, New York City, New York, U.S.",Won vacant WBC interim lightweight title,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Antonio Moran,22,Win,22–0,KO,"7 (12), 2:32","May 25, 2019","MGM National Harbor, Oxon Hill, Maryland, U.S.",Retained WBC International and WBO Inter-Continental lightweight titles; Won vacant WBA International lightweight title,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Xolisani Ndongeni,21,Win,21–0,UD,10,"Jan 11, 2019","StageWorks, Shreveport, Louisiana, U.S.",Won vacant WBC International and WBO Inter-Continental lightweight titles,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Juan Carlos Burgos,20,Win,20–0,UD,10,"Sep 28, 2018","Pechanga Resort & Casino, Temecula, California, U.S.",Won vacant IBF North American lightweight title,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Mason Menard,19,Win,19–0,RTD,"9 (10), 3:00","May 11, 2018","2300 Arena, Philadelphia, Pennsylvania, U.S.",Won vacant USBA lightweight title,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Hamza Sempewo,18,Win,18–0,TKO,"5 (6), 1:39","Nov 4, 2017","Buckhead Fight Club, Atlanta, Georgia, U.S.",,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Enrique Tinoco,17,Win,17–0,UD,8,"Sep 22, 2017","SugarHouse Casino, Philadelphia, Pennsylvania, U.S.",,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Miguel Angel Perez Aispuro,16,Win,16–0,KO,"5 (8), 1:51","Jun 24, 2017","Agua Caliente Casino Resort Spa, Rancho Mirage, California, U.S.",,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Hector Garcia,15,Win,15–0,UD,8,"Apr 15, 2017","Salon Sindicato Alba Roja, Tijuana, Mexico",,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Maximino Toala,14,Win,14–0,TKO,"4 (10), 1:34","Mar 4, 2017","Salon Sindicato Alba Roja, Tijuana, Mexico",Won vacant WBC Youth lightweight title,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Daniel Armando Valenzuela,13,Win,13–0,KO,"2 (8), 0:56","Jan 28, 2017","AS Boxing Arena, Tijuana, Mexico",,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Odilon Rivera Meza,12,Win,12–0,TKO,"1 (8), 1:49","Jan 12, 2017","Escape Bar, Tijuana, Mexico",,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Carlos Antonio Avila,11,Win,11–0,TKO,"5 (6), 1:45","Oct 21, 2016","Grand Hotel, Tijuana, Mexico",,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Mike Fowler,10,Win,10–0,TKO,"5 (6), 1:19","Sep 15, 2016","2300 Arena, Philadelphia, Pennsylvania, U.S.",,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Carlos Castillo,9,Win,9–0,UD,6,"Aug 27, 2016","The Meadows Racetrack and Casino, Washington, Pennsylvania, U.S.",,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Javier Meraz,8,Win,8–0,TKO,"2 (6), 1:45","Aug 12, 2016","Grand Hotel, Tijuana, Mexico",,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Clay Burns,7,Win,7–0,UD,6,"Jun 25, 2016","Belle of Baton Rouge, Baton Rouge, Louisiana, U.S.",,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Jairo Fernandez Vargas,6,Win,6–0,TKO,"4 (6), 1:34","May 21, 2016","Downtown Las Vegas Event Center, Las Vegas, Nevada, U.S.",,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Rafael Vazquez,5,Win,5–0,UD,4,"Apr 9, 2016","MGM Grand Garden Arena, Paradise, Nevada, U.S.",,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Roman Melendez,4,Win,4–0,TKO,"1 (6), 2:26","Mar 19, 2016","Billar El Perro Salado, Tijuana, Mexico",,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Jorge Edgar Sillas,3,Win,3–0,UD,6,"Feb 20, 2016","Billar El Perro Salado, Tijuana, Mexico",,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Jose Iniguez,2,Win,2–0,TKO,"1 (4), 1:36","Dec 18, 2015","Billar El Perro Salado, Tijuana, Mexico",,,
Devin Haney,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,"Lightweight
Light welterweight
Catchweight",Gonzalo Lopez,1,Win,1–0,TKO,"1 (4), 0:33","Dec 11, 2015","Billar El Perro Salado, Tijuana, Mexico",,,
Nonito Donaire,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Orthodox,"Flyweight
Super flyweight
Bantamweight
Super bantamweight
Featherweight",Alexandro Santiago,50,Loss,42–8,UD,12,"Jul 29, 2023","T-Mobile Arena, Paradise, Nevada, U.S.",For vacant WBC bantamweight title,"40 years, 255 days",
Nonito Donaire,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Orthodox,"Flyweight
Super flyweight
Bantamweight
Super bantamweight
Featherweight",Naoya Inoue,49,Loss,42–7,TKO,"2 (12), 1:24","Jun 7, 2022","Super Arena, Saitama, Japan","Lost WBC bantamweight title; For WBA (Super), IBF, and The Ring bantamweight titles","39 years, 203 days",
Nonito Donaire,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Orthodox,"Flyweight
Super flyweight
Bantamweight
Super bantamweight
Featherweight",Reymart Gaballo,48,Win,42–6,KO,"4 (12), 2:59","Dec 11, 2021","Dignity Health Sports Park, Carson, California, U.S.",Retained WBC bantamweight title,"39 years, 25 days",
Nonito Donaire,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Orthodox,"Flyweight
Super flyweight
Bantamweight
Super bantamweight
Featherweight",Nordine Oubaali,47,Win,41–6,KO,"4 (12), 1:52","May 29, 2021","Dignity Health Sports Park, Carson, California, U.S.",Won WBC bantamweight title,"38 years, 194 days",
Nonito Donaire,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Orthodox,"Flyweight
Super flyweight
Bantamweight
Super bantamweight
Featherweight",Naoya Inoue,46,Loss,40–6,UD,12,"Nov 7, 2019","Super Arena, Saitama, Japan",Lost WBA (Super) bantamweight title; For IBF and The Ring bantamweight titles; World Boxing Super Series: bantamweight final,"36 years, 356 days",
Nonito Donaire,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Orthodox,"Flyweight
Super flyweight
Bantamweight
Super bantamweight
Featherweight",Stephon Young,45,Win,40–5,KO,"6 (12), 2:37","Apr 27, 2019","Cajundome, Lafayette, Louisiana, U.S.",Retained WBA (Super) bantamweight title; World Boxing Super Series: bantamweight semi-final,"36 years, 162 days",
Nonito Donaire,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Orthodox,"Flyweight
Super flyweight
Bantamweight
Super bantamweight
Featherweight",Ryan Burnett,44,Win,39–5,RTD,"4 (12), 3:00","Nov 3, 2018","The SSE Hydro, Glasgow, Scotland",Won WBA (Super) bantamweight title World Boxing Super Series: bantamweight quarter-final,"35 years, 352 days",
Nonito Donaire,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Orthodox,"Flyweight
Super flyweight
Bantamweight
Super bantamweight
Featherweight",Carl Frampton,43,Loss,38–5,UD,12,"Apr 21, 2018","SSE Arena, Belfast, Northern Ireland",For vacant WBO interim featherweight title,"35 years, 156 days",
Nonito Donaire,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Orthodox,"Flyweight
Super flyweight
Bantamweight
Super bantamweight
Featherweight",Ruben Garcia Hernandez,42,Win,38–4,UD,10,"Sep 23, 2017","Alamodome, San Antonio, Texas, U.S.",Won vacant WBC Silver featherweight title,"34 years, 311 days",
Nonito Donaire,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Orthodox,"Flyweight
Super flyweight
Bantamweight
Super bantamweight
Featherweight",Jessie Magdaleno,41,Loss,37–4,UD,12,"Nov 5, 2016","Thomas & Mack Center, Paradise, Nevada, U.S.",Lost WBO super bantamweight title,"33 years, 355 days",
Nonito Donaire,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Orthodox,"Flyweight
Super flyweight
Bantamweight
Super bantamweight
Featherweight",Zsolt Bedák,40,Win,37–3,TKO,"3 (12), 2:44","Apr 23, 2016","Sports Complex, Cebu City, Philippines",Retained WBO super bantamweight title,"33 years, 159 days",
Nonito Donaire,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Orthodox,"Flyweight
Super flyweight
Bantamweight
Super bantamweight
Featherweight",Cesar Juarez,39,Win,36–3,UD,12,"Dec 11, 2015","Roberto Clemente Coliseum, San Juan, Puerto Rico",Won vacant WBO super bantamweight title,"33 years, 25 days",
Nonito Donaire,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Orthodox,"Flyweight
Super flyweight
Bantamweight
Super bantamweight
Featherweight",Anthony Settoul,38,Win,35–3,TKO,"2 (10), 1:41","Jul 18, 2015","Cotai Arena, Macau, SAR",,"32 years, 244 days",
Nonito Donaire,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Orthodox,"Flyweight
Super flyweight
Bantamweight
Super bantamweight
Featherweight",William Prado,37,Win,34–3,TKO,"2 (12), 2:16","Mar 28, 2015","Smart Araneta Coliseum, Quezon City, Philippines",Won vacant NABF super bantamweight title,"32 years, 132 days",
Nonito Donaire,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Orthodox,"Flyweight
Super flyweight
Bantamweight
Super bantamweight
Featherweight",Nicholas Walters,36,Loss,33–3,TKO,"6 (12), 2:59","Oct 18, 2014","StubHub Center, Carson, California, U.S.",Lost WBA (Undisputed) featherweight title,"31 years, 336 days",
Nonito Donaire,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Orthodox,"Flyweight
Super flyweight
Bantamweight
Super bantamweight
Featherweight",Simpiwe Vetyeka,35,Win,33–2,TD,"5 (12), 0:01","May 31, 2014","Cotai Arena, Macau, SAR",Won WBA (Undisputed) featherweight title Unanimous TD: Donaire cut from an accidental head clash,"31 years, 196 days",
Nonito Donaire,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Orthodox,"Flyweight
Super flyweight
Bantamweight
Super bantamweight
Featherweight",Vic Darchinyan,34,Win,32–2,TKO,"9 (10), 2:06","Nov 9, 2013","American Bank Center, Corpus Christi, Texas, U.S.",,"30 years, 358 days",
Nonito Donaire,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Orthodox,"Flyweight
Super flyweight
Bantamweight
Super bantamweight
Featherweight",Guillermo Rigondeaux,33,Loss,31–2,UD,12,"Apr 13, 2013","Radio City Music Hall, New York City, New York, U.S.",Lost WBO and The Ring super bantamweight titles; For WBA (Super) super bantamweight title,"30 years, 148 days",
Nonito Donaire,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Orthodox,"Flyweight
Super flyweight
Bantamweight
Super bantamweight
Featherweight",Jorge Arce,32,Win,31–1,KO,"3 (12), 2:59","Dec 15, 2012","Toyota Center, Houston, Texas, U.S.",Retained WBO and The Ring super bantamweight titles,"30 years, 29 days",
Nonito Donaire,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Orthodox,"Flyweight
Super flyweight
Bantamweight
Super bantamweight
Featherweight",Toshiaki Nishioka,31,Win,30–1,TKO,"9 (12), 1:54","Oct 13, 2012","Home Depot Center, Carson, California, U.S.",Retained WBO super bantamweight title; Won vacant The Ring super bantamweight title,"29 years, 332 days",
Nonito Donaire,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Orthodox,"Flyweight
Super flyweight
Bantamweight
Super bantamweight
Featherweight",Jeffrey Mathebula,30,Win,29–1,UD,12,"Jul 7, 2012","Home Depot Center, Carson, California, U.S.",Retained WBO super bantamweight title; Won IBF super bantamweight title,"29 years, 234 days",
